0.017439,1,shades,25440
0.026346,1,shades,25440
0.030201,1,shades,25440
0.018435,1,shades,25440
0.034811,1,shades,25440
0.025672,1,shades,25440
0.036708,1,shades,25440
0.042028,1,shades,25440
0.036110,1,shades,25440
0.041803,2,shades,25440
0.060141,2,shades,25440
0.040065,2,shades,25440
0.055293,2,shades,25440
0.093830,2,shades,25440
0.113486,2,shades,25440
0.156040,2,shades,25440
0.147820,2,shades,25440
0.092773,2,shades,25440
0.073885,3,shades,25440
0.107908,3,shades,25440
0.089990,3,shades,25440
0.047937,3,shades,25440
0.041191,3,shades,25440
0.047995,3,shades,25440
0.047122,3,shades,25440
0.040076,3,shades,25440
0.065528,3,shades,25440
0.067372,4,shades,25440
0.047143,4,shades,25440
0.028416,4,shades,25440
0.096506,4,shades,25440
0.061779,4,shades,25440
0.058327,4,shades,25440
0.053622,4,shades,25440
0.016270,4,shades,25440
0.021385,4,shades,25440
0.013270,5,shades,25440
0.019011,5,shades,25440
0.017359,5,shades,25440
0.015124,5,shades,25440
0.016081,5,shades,25440
0.026869,5,shades,25440
0.016836,5,shades,25440
0.059724,5,shades,25440
0.029282,5,shades,25440
0.051726,6,shades,25440
0.035186,6,shades,25440
0.117250,6,shades,25440
0.065517,6,shades,25440
0.021661,6,shades,25440
0.048860,6,shades,25440
0.043838,6,shades,25440
0.041445,6,shades,25440
0.037966,6,shades,25440
0.064218,7,shades,25440
0.037832,7,shades,25440
0.041832,7,shades,25440
0.065646,7,shades,25440
0.032972,7,shades,25440
0.049295,7,shades,25440
0.062580,7,shades,25440
0.067730,7,shades,25440
0.051565,7,shades,25440
0.062175,8,shades,25440
0.051536,8,shades,25440
0.036593,8,shades,25440
0.036974,8,shades,25440
0.019657,8,shades,25440
0.064651,8,shades,25440
0.031596,8,shades,25440
0.077562,8,shades,25440
0.058738,8,shades,25440
0.146103,9,shades,25440
0.056003,9,shades,25440
0.078770,9,shades,25440
0.079304,9,shades,25440
0.058392,9,shades,25440
0.020238,9,shades,25440
0.039575,9,shades,25440
0.047284,9,shades,25440
0.051480,9,shades,25440
0.032978,10,shades,25440
0.095423,10,shades,25440
0.066275,10,shades,25440
0.041702,10,shades,25440
0.070723,10,shades,25440
0.054386,10,shades,25440
0.053938,10,shades,25440
0.025781,10,shades,25440
0.052462,10,shades,25440
0.042583,11,shades,25440
0.072902,11,shades,25440
0.030259,11,shades,25440
0.049901,11,shades,25440
0.052612,11,shades,25440
0.038064,11,shades,25440
0.036382,11,shades,25440
0.065351,11,shades,25440
0.084416,11,shades,25440
0.049408,12,shades,25440
0.030672,12,shades,25440
0.022885,12,shades,25440
0.034854,12,shades,25440
0.068388,12,shades,25440
0.060953,12,shades,25440
0.047792,12,shades,25440
0.083032,12,shades,25440
0.091994,12,shades,25440
0.034939,13,shades,25440
0.081503,13,shades,25440
0.056427,13,shades,25440
0.043902,13,shades,25440
0.025800,13,shades,25440
0.026974,13,shades,25440
0.050834,13,shades,25440
0.025921,13,shades,25440
0.025661,13,shades,25440
0.034157,14,shades,25440
0.022427,14,shades,25440
0.132292,14,shades,25440
0.041026,14,shades,25440
0.102487,14,shades,25440
0.042330,14,shades,25440
0.037032,14,shades,25440
0.028956,14,shades,25440
0.037361,14,shades,25440
0.031706,15,shades,25440
0.052428,15,shades,25440
0.058446,15,shades,25440
0.062321,15,shades,25440
0.219189,15,shades,25440
0.032602,15,shades,25440
0.035134,15,shades,25440
0.122811,15,shades,25440
0.058995,15,shades,25440
0.040799,16,shades,25440
0.082509,16,shades,25440
0.054499,16,shades,25440
0.032082,16,shades,25440
0.070389,16,shades,25440
0.046618,16,shades,25440
0.061776,16,shades,25440
0.056828,16,shades,25440
0.021419,16,shades,25440
0.067620,17,shades,25440
0.037082,17,shades,25440
0.039296,17,shades,25440
0.039159,17,shades,25440
0.054600,17,shades,25440
0.090217,17,shades,25440
0.063521,17,shades,25440
0.062213,17,shades,25440
0.055558,17,shades,25440
0.049660,18,shades,25440
0.037310,18,shades,25440
0.067644,18,shades,25440
0.072846,18,shades,25440
0.096065,18,shades,25440
0.050778,18,shades,25440
0.053373,18,shades,25440
0.050714,18,shades,25440
0.033288,18,shades,25440
0.097355,19,shades,25440
0.045961,19,shades,25440
0.075595,19,shades,25440
0.034615,19,shades,25440
0.051368,19,shades,25440
0.093260,19,shades,25440
0.055920,19,shades,25440
0.083651,19,shades,25440
0.058877,19,shades,25440
0.087210,20,shades,25440
0.200944,20,shades,25440
0.064969,20,shades,25440
0.057380,20,shades,25440
0.045526,20,shades,25440
0.032963,20,shades,25440
0.052058,20,shades,25440
0.094961,20,shades,25440
0.050822,20,shades,25440
0.137315,21,shades,25440
0.036855,21,shades,25440
0.054878,21,shades,25440
0.054564,21,shades,25440
0.056844,21,shades,25440
0.087254,21,shades,25440
0.055763,21,shades,25440
0.160367,21,shades,25440
0.080815,21,shades,25440
0.062075,22,shades,25440
0.042071,22,shades,25440
0.039947,22,shades,25440
0.034295,22,shades,25440
0.021812,22,shades,25440
0.058420,22,shades,25440
0.036568,22,shades,25440
0.038847,22,shades,25440
0.031713,22,shades,25440
0.024468,23,shades,25440
0.026826,23,shades,25440
0.029755,23,shades,25440
0.030244,23,shades,25440
0.053976,23,shades,25440
0.048944,23,shades,25440
0.046560,23,shades,25440
0.104869,23,shades,25440
0.076588,23,shades,25440
0.032022,24,shades,25440
0.026048,24,shades,25440
0.089901,24,shades,25440
0.033035,24,shades,25440
0.055872,24,shades,25440
0.052323,24,shades,25440
0.018755,24,shades,25440
0.041339,24,shades,25440
0.026931,24,shades,25440
0.050573,25,shades,25440
0.055630,25,shades,25440
0.032567,25,shades,25440
0.013263,25,shades,25440
0.015136,25,shades,25440
0.012286,25,shades,25440
0.026514,25,shades,25440
0.017273,25,shades,25440
0.013736,25,shades,25440
